size,seed,algorithm,src,dst,step_budget,fuel_budget,reachable,steps,fuel,moves,time_ms
16,101,dfs,149,5,106,234,True,106,77,51,2.1709579741582274
16,101,bfs,149,5,106,234,True,19,11,9,0.7887500105425715
16,101,dijkstra,149,5,106,234,True,19,11,9,1.0159999947063625
16,101,gbfs,149,5,106,234,True,20,14,9,0.06033299723640084
16,101,astar,149,5,106,234,True,19,11,9,0.37937500746920705
16,102,dfs,7,59,50,120,True,50,30,22,1.9276660168543458
16,102,bfs,7,59,50,120,True,10,6,5,0.1431250129826367
16,102,dijkstra,7,59,50,120,True,10,6,5,0.21066697081550956
16,102,gbfs,7,59,50,120,True,10,6,5,0.033999967854470015
16,102,astar,7,59,50,120,True,10,6,5,0.08537498069927096
16,103,dfs,97,254,123,312,True,57,36,25,0.11229200754314661
16,103,bfs,97,254,123,312,True,33,20,17,1.791291986592114
16,103,dijkstra,97,254,123,312,True,33,20,17,1.573749992530793
16,103,gbfs,97,254,123,312,True,39,23,18,0.11108396574854851
16,103,astar,97,254,123,312,True,33,20,17,1.0048339609056711
16,104,dfs,66,247,34,36,True,34,21,15,1.6771670198068023
16,104,bfs,66,247,34,36,True,23,13,11,1.121042005252093
16,104,dijkstra,66,247,34,36,True,23,13,11,1.2233330053277314
16,104,gbfs,66,247,34,36,True,24,13,11,0.07262500002980232
16,104,astar,66,247,34,36,True,23,13,11,0.5766670219600201
16,105,dfs,52,136,107,107,True,107,68,47,0.3032079548574984
16,105,bfs,52,136,107,107,True,13,8,7,0.39720797212794423
16,105,dijkstra,52,136,107,107,True,12,9,7,0.3736669896170497
16,105,gbfs,52,136,107,107,True,13,8,7,0.04758400609716773
16,105,astar,52,136,107,107,True,12,9,7,0.16474997391924262
16,106,dfs,223,1,122,327,True,122,81,57,0.526334042660892
16,106,bfs,223,1,122,327,True,39,23,20,1.70045904815197
16,106,dijkstra,223,1,122,327,True,39,23,20,1.6916250460781157
16,106,gbfs,223,1,122,327,True,46,29,20,0.11504098074510694
16,106,astar,223,1,122,327,True,39,23,20,1.4307080418802798
16,107,dfs,200,231,63,160,True,6,4,3,47.826207999605685
16,107,bfs,200,231,63,160,True,6,3,2,0.07133401231840253
16,107,dijkstra,200,231,63,160,True,5,4,3,0.09424996096640825
16,107,gbfs,200,231,63,160,True,6,3,2,0.018874998204410076
16,107,astar,200,231,63,160,True,5,4,3,0.0547909876331687
16,108,dfs,57,44,48,58,True,48,32,24,4.396416014060378
16,108,bfs,57,44,48,58,True,7,5,4,0.1490419963374734
16,108,dijkstra,57,44,48,58,True,7,5,4,0.12479198630899191
16,108,gbfs,57,44,48,58,True,7,5,4,0.03241701051592827
16,108,astar,57,44,48,58,True,7,5,4,0.05708402022719383
16,109,dfs,38,181,67,125,True,56,34,26,0.46904198825359344
16,109,bfs,38,181,67,125,True,18,11,9,0.7606250001117587
16,109,dijkstra,38,181,67,125,True,18,11,9,0.6820000126026571
16,109,gbfs,38,181,67,125,True,26,15,10,0.06820802809670568
16,109,astar,38,181,67,125,True,18,11,9,0.38100004894658923
16,110,dfs,168,189,81,219,True,64,40,32,1.0252500069327652
16,110,bfs,168,189,81,219,True,10,6,5,0.2851249882951379
16,110,dijkstra,168,189,81,219,True,10,6,5,0.3589169937185943
16,110,gbfs,168,189,81,219,True,11,8,5,0.03362505231052637
16,110,astar,168,189,81,219,True,10,6,5,0.11874997289851308
16,111,dfs,233,42,59,162,True,58,35,30,1.65516696870327
16,111,bfs,233,42,59,162,True,23,13,12,1.1474579805508256
16,111,dijkstra,233,42,59,162,True,23,13,12,1.1543749715201557
16,111,gbfs,233,42,59,162,True,27,15,13,0.08116703247651458
16,111,astar,233,42,59,162,True,23,13,12,0.5550000350922346
16,112,dfs,116,102,93,262,True,93,55,41,0.613124982919544
16,112,bfs,116,102,93,262,True,6,3,3,0.0970409600995481
16,112,dijkstra,116,102,93,262,True,6,3,3,0.11125003220513463
16,112,gbfs,116,102,93,262,True,8,4,3,0.020042003598064184
16,112,astar,116,102,93,262,True,6,3,3,0.053750001825392246
16,113,dfs,16,132,35,37,True,34,22,17,0.3638329799287021
16,113,bfs,16,132,35,37,True,18,10,9,0.3463750472292304
16,113,dijkstra,16,132,35,37,True,18,10,9,0.3215000033378601
16,113,gbfs,16,132,35,37,True,18,11,9,0.051709008403122425
16,113,astar,16,132,35,37,True,18,10,9,0.18816697411239147
16,114,dfs,254,177,62,142,True,62,38,26,0.401791010517627
16,114,bfs,254,177,62,142,True,34,20,15,1.3878750032745302
16,114,dijkstra,254,177,62,142,True,30,20,16,1.2890000361949205
16,114,gbfs,254,177,62,142,True,35,21,15,0.08758297190070152
16,114,astar,254,177,62,142,True,30,20,16,0.5909579922445118
16,115,dfs,13,39,68,140,True,16,8,7,0.028125010430812836
16,115,bfs,13,39,68,140,True,16,8,7,0.2067919704131782
16,115,dijkstra,13,39,68,140,True,16,8,7,0.18091697711497545
16,115,gbfs,13,39,68,140,True,18,9,7,0.043000036384910345
16,115,astar,13,39,68,140,True,16,8,7,0.10391697287559509
16,116,dfs,96,193,127,160,True,15,9,7,118.22537501575425
16,116,bfs,96,193,127,160,True,12,6,6,0.2776659675873816
16,116,dijkstra,96,193,127,160,True,12,6,6,0.28074998408555984
16,116,gbfs,96,193,127,160,True,12,6,6,0.03595795715227723
16,116,astar,96,193,127,160,True,12,6,6,0.10158302029594779
16,117,dfs,222,136,62,169,True,58,40,29,0.24083297466859221
16,117,bfs,222,136,62,169,True,15,11,8,0.4361660103313625
16,117,dijkstra,222,136,62,169,True,15,11,8,0.5068749887868762
16,117,gbfs,222,136,62,169,True,16,12,8,0.05324999801814556
16,117,astar,222,136,62,169,True,15,11,8,0.30933303060010076
16,118,dfs,79,215,123,148,True,65,40,30,1.2084170011803508
16,118,bfs,79,215,123,148,True,26,17,13,0.714167021214962
16,118,dijkstra,79,215,123,148,True,26,17,13,0.7570000016130507
16,118,gbfs,79,215,123,148,True,26,18,13,0.06620900239795446
16,118,astar,79,215,123,148,True,26,17,13,0.4585420247167349
16,119,dfs,153,248,68,95,True,43,28,22,0.08641701424494386
16,119,bfs,153,248,68,95,True,11,7,6,0.47204195288941264
16,119,dijkstra,153,248,68,95,True,11,7,6,0.3945839707739651
16,119,gbfs,153,248,68,95,True,14,10,7,0.04295899998396635
16,119,astar,153,248,68,95,True,11,7,6,0.15479099238291383
16,120,dfs,208,85,97,177,True,97,60,43,0.33116695703938603
16,120,bfs,208,85,97,177,True,19,10,9,0.3322080010548234
16,120,dijkstra,208,85,97,177,True,19,10,9,0.3698329674080014
16,120,gbfs,208,85,97,177,True,19,10,9,0.05141599103808403
16,120,astar,208,85,97,177,True,19,10,9,0.208500016015023
16,121,dfs,102,172,43,65,True,43,26,20,3.2724160118959844
16,121,bfs,102,172,43,65,True,15,9,8,0.7111660088412464
16,121,dijkstra,102,172,43,65,True,15,9,8,0.6821250426582992
16,121,gbfs,102,172,43,65,True,20,11,8,0.04841701593250036
16,121,astar,102,172,43,65,True,15,9,8,0.20641699666157365
16,122,dfs,252,175,97,115,True,68,43,32,2.625832974445075
16,122,bfs,252,175,97,115,True,14,8,6,0.19712495850399137
16,122,dijkstra,252,175,97,115,True,14,7,7,0.25929196272045374
16,122,gbfs,252,175,97,115,True,15,9,6,0.03433396341279149
16,122,astar,252,175,97,115,True,14,7,7,0.130708038341254
16,123,dfs,234,236,38,72,True,38,24,18,6.307042029220611
16,123,bfs,234,236,38,72,True,6,3,2,0.04845799412578344
16,123,dijkstra,234,236,38,72,True,6,3,2,0.056833960115909576
16,123,gbfs,234,236,38,72,True,6,3,2,0.01591601176187396
16,123,astar,234,236,38,72,True,6,3,2,0.0515839783474803
16,124,dfs,78,90,67,173,True,9,6,5,42.49433398945257
16,124,bfs,78,90,67,173,True,9,6,5,0.19537500338628888
16,124,dijkstra,78,90,67,173,True,9,6,5,0.15612499555572867
16,124,gbfs,78,90,67,173,True,9,6,5,0.0374580267816782
16,124,astar,78,90,67,173,True,9,6,5,0.07816700963303447
16,125,dfs,26,210,63,102,True,60,38,29,0.2096670214086771
16,125,bfs,26,210,63,102,True,30,15,14,2.266625000629574
16,125,dijkstra,26,210,63,102,True,28,16,14,1.865583995822817
16,125,gbfs,26,210,63,102,True,32,19,14,0.08504197467118502
16,125,astar,26,210,63,102,True,28,16,14,1.0217080125585198
16,126,dfs,203,243,105,168,True,32,20,15,0.07312500383704901
16,126,bfs,203,243,105,168,True,20,13,10,0.9766250150278211
16,126,dijkstra,203,243,105,168,True,20,13,10,0.8443330298177898
16,126,gbfs,203,243,105,168,True,20,13,10,0.04766596248373389
16,126,astar,203,243,105,168,True,20,13,10,0.4003749927505851
16,127,dfs,136,222,37,49,True,37,23,18,3.945250005926937
16,127,bfs,136,222,37,49,True,19,10,8,0.708709005266428
16,127,dijkstra,136,222,37,49,True,18,10,9,0.8253749692812562
16,127,gbfs,136,222,37,49,True,19,12,9,0.056958990171551704
16,127,astar,136,222,37,49,True,18,10,9,0.29966700822114944
16,128,dfs,142,210,62,102,True,62,40,29,0.22975000320002437
16,128,bfs,142,210,62,102,True,32,16,15,1.6712910146452487
16,128,dijkstra,142,210,62,102,True,28,20,16,1.6209999448619783
16,128,gbfs,142,210,62,102,True,31,22,15,0.0956250005401671
16,128,astar,142,210,62,102,True,28,20,16,1.0710000060498714
16,129,dfs,245,253,107,316,True,42,24,19,0.07374997949227691
16,129,bfs,245,253,107,316,True,18,10,8,0.45241700718179345
16,129,dijkstra,245,253,107,316,True,18,10,8,0.5311249988153577
16,129,gbfs,245,253,107,316,True,18,10,8,0.035750039387494326
16,129,astar,245,253,107,316,True,18,10,8,0.17250003293156624
16,130,dfs,255,198,98,159,True,94,61,45,0.18408300820738077
16,130,bfs,255,198,98,159,True,18,12,10,0.4611669573932886
16,130,dijkstra,255,198,98,159,True,16,14,10,0.3024999750778079
16,130,gbfs,255,198,98,159,True,21,12,10,0.05966698518022895
16,130,astar,255,198,98,159,True,16,14,10,0.18262502271682024
16,131,dfs,130,188,72,216,True,66,43,31,0.14462496619671583
16,131,bfs,130,188,72,216,True,20,14,11,1.245416991878301
16,131,dijkstra,130,188,72,216,True,20,14,11,1.1258749873377383
16,131,gbfs,130,188,72,216,True,23,16,11,0.07149996235966682
16,131,astar,130,188,72,216,True,20,14,11,0.6327080191113055
16,132,dfs,150,2,84,115,True,84,63,44,8.504166034981608
16,132,bfs,150,2,84,115,True,21,12,10,0.8603750029578805
16,132,dijkstra,150,2,84,115,True,20,14,11,0.9900829754769802
16,132,gbfs,150,2,84,115,True,22,13,10,0.055374985095113516
16,132,astar,150,2,84,115,True,20,14,11,0.3857499687001109
16,133,dfs,178,16,95,272,True,95,60,44,2.796540968120098
16,133,bfs,178,16,95,272,True,20,13,10,0.5112079670652747
16,133,dijkstra,178,16,95,272,True,20,13,10,0.5761249922215939
16,133,gbfs,178,16,95,272,True,21,14,10,0.05887501174584031
16,133,astar,178,16,95,272,True,20,13,10,0.2359169884584844
16,134,dfs,254,15,93,99,True,93,52,40,5.283417005557567
16,134,bfs,254,15,93,99,True,34,18,15,0.8969170157797635
16,134,dijkstra,254,15,93,99,True,34,18,15,1.0504169622436166
16,134,gbfs,254,15,93,99,True,44,24,16,0.10174995986744761
16,134,astar,254,15,93,99,True,34,18,15,0.532458012457937
16,135,dfs,229,246,117,192,True,2,1,1,171.41708300914615
16,135,bfs,229,246,117,192,True,2,1,1,0.02300000051036477
16,135,dijkstra,229,246,117,192,True,2,1,1,0.019167026039212942
16,135,gbfs,229,246,117,192,True,2,1,1,0.011374999303370714
16,135,astar,229,246,117,192,True,2,1,1,0.020042003598064184
16,136,dfs,90,43,105,213,True,105,62,44,1.584666024427861
16,136,bfs,90,43,105,213,True,6,3,3,0.10404200293123722
16,136,dijkstra,90,43,105,213,True,6,3,3,0.1545000122860074
16,136,gbfs,90,43,105,213,True,6,3,3,0.023292028345167637
16,136,astar,90,43,105,213,True,6,3,3,0.05987501936033368
16,137,dfs,128,141,41,85,True,41,34,23,1.5942500322125852
16,137,bfs,128,141,41,85,True,31,18,14,0.9010420180857182
16,137,dijkstra,128,141,41,85,True,30,20,16,0.9779579704627395
16,137,gbfs,128,141,41,85,True,33,22,14,0.08045800495892763
16,137,astar,128,141,41,85,True,30,20,16,0.7292500231415033
16,138,dfs,225,14,56,166,True,56,40,29,7.5917079811915755
16,138,bfs,225,14,56,166,True,37,25,20,2.1325419656932354
16,138,dijkstra,225,14,56,166,True,36,26,20,2.08454200765118
16,138,gbfs,225,14,56,166,True,40,28,20,0.10325002949684858
16,138,astar,225,14,56,166,True,36,26,20,1.385958050377667
16,139,dfs,218,240,32,32,True,25,16,11,0.051458016969263554
16,139,bfs,218,240,32,32,True,21,13,11,1.0698339901864529
16,139,dijkstra,218,240,32,32,True,21,13,11,1.0105830151587725
16,139,gbfs,218,240,32,32,True,23,13,11,0.054333009757101536
16,139,astar,218,240,32,32,True,21,13,11,0.3487499780021608
16,140,dfs,194,228,44,50,True,17,12,9,3.055332985240966
16,140,bfs,194,228,44,50,True,8,4,3,0.10512495646253228
16,140,dijkstra,194,228,44,50,True,8,4,3,0.16341701848432422
16,140,gbfs,194,228,44,50,True,8,4,3,0.01916696783155203
16,140,astar,194,228,44,50,True,8,4,3,0.09587500244379044
16,141,dfs,163,117,98,244,True,20,11,10,56.402333022560924
16,141,bfs,163,117,98,244,True,6,3,3,0.0910409726202488
16,141,dijkstra,163,117,98,244,True,6,3,3,0.09587500244379044
16,141,gbfs,163,117,98,244,True,6,3,3,0.02116599353030324
16,141,astar,163,117,98,244,True,6,3,3,0.052291026804596186
32,42,dfs,499,268,227,279,True,227,144,108,100.275042001158
32,42,bfs,499,268,227,279,True,20,10,10,1.253040973097086
32,42,dijkstra,499,268,227,279,True,20,10,10,1.4950830372981727
32,42,gbfs,499,268,227,279,True,20,10,10,0.06704102270305157
32,42,astar,499,268,227,279,True,20,10,10,0.48445898573845625
32,43,dfs,678,265,73,189,True,73,47,39,66.13520800601691
32,43,bfs,678,265,73,189,True,25,15,13,2.68979201791808
32,43,dijkstra,678,265,73,189,True,24,16,13,2.796958026010543
32,43,gbfs,678,265,73,189,True,32,17,14,0.08299999171867967
32,43,astar,678,265,73,189,True,24,16,13,0.5785829853266478
32,44,dfs,47,680,168,258,True,168,107,80,14.044709037989378
32,44,bfs,47,680,168,258,True,40,27,21,5.562416976317763
32,44,dijkstra,47,680,168,258,True,39,28,21,5.099166999571025
32,44,gbfs,47,680,168,258,True,52,29,21,0.13070902787148952
32,44,astar,47,680,168,258,True,39,28,21,1.6586249694228172
32,45,dfs,402,966,133,144,True,92,60,42,17.694875015877187
32,45,bfs,402,966,133,144,True,45,29,22,6.6730830003507435
32,45,dijkstra,402,966,133,144,True,42,31,23,6.3755420269444585
32,45,gbfs,402,966,133,144,True,46,34,22,0.13816700084134936
32,45,astar,402,966,133,144,True,42,31,23,2.2467499948106706
32,46,dfs,820,116,83,233,True,83,56,41,119.1330419969745
32,46,bfs,820,116,83,233,True,43,23,22,7.0237910258583724
32,46,dijkstra,820,116,83,233,True,41,26,22,6.198958959430456
32,46,gbfs,820,116,83,233,True,48,31,22,0.1330830273218453
32,46,astar,820,116,83,233,True,41,26,22,2.4681250215508044
32,47,dfs,730,992,154,285,True,86,50,36,0.15683297533541918
32,47,bfs,730,992,154,285,True,63,33,31,13.089417014271021
32,47,dijkstra,730,992,154,285,True,58,43,32,11.857083009090275
32,47,gbfs,730,992,154,285,True,71,42,32,0.16308296471834183
32,47,astar,730,992,154,285,True,58,43,32,4.568875010591
32,48,dfs,78,431,204,302,True,204,135,94,41.73054202692583
32,48,bfs,78,431,204,302,True,21,15,11,1.2182079954072833
32,48,dijkstra,78,431,204,302,True,21,15,11,1.1332090361975133
32,48,gbfs,78,431,204,302,True,26,18,11,0.07333402754738927
32,48,astar,78,431,204,302,True,21,15,11,0.4629160393960774
32,49,dfs,424,253,81,211,True,81,55,41,245.61233300482854
32,49,bfs,424,253,81,211,True,51,35,24,7.737124979030341
32,49,dijkstra,424,253,81,211,True,47,33,25,7.106458011548966
32,49,gbfs,424,253,81,211,True,57,34,25,0.15408301260322332
32,49,astar,424,253,81,211,True,47,33,25,3.1376670231111348
32,50,dfs,592,893,191,433,True,180,119,85,4.861125024035573
32,50,bfs,592,893,191,433,True,30,21,17,7.4588750139810145
32,50,dijkstra,592,893,191,433,True,28,29,18,5.458207975607365
32,50,gbfs,592,893,191,433,True,33,25,18,0.10562501847743988
32,50,astar,592,893,191,433,True,28,29,18,1.4685419737361372
32,51,dfs,403,445,126,336,True,126,80,64,181.8934589973651
32,51,bfs,403,445,126,336,True,21,13,10,1.759040984325111
32,51,dijkstra,403,445,126,336,True,21,13,10,2.045041008386761
32,51,gbfs,403,445,126,336,True,23,14,10,0.06691698217764497
32,51,astar,403,445,126,336,True,21,13,10,0.5337910261005163
32,52,dfs,425,628,132,213,True,132,86,62,19.064208026975393
32,52,bfs,425,628,132,213,True,27,16,14,3.823332954198122
32,52,dijkstra,425,628,132,213,True,26,18,14,3.414958016946912
32,52,gbfs,425,628,132,213,True,27,16,14,0.08412502938881516
32,52,astar,425,628,132,213,True,26,18,14,0.8685829816386104
32,53,dfs,492,508,221,405,True,220,133,105,6.935583020094782
32,53,bfs,492,508,221,405,True,38,20,17,6.300250010099262
32,53,dijkstra,492,508,221,405,True,38,20,17,6.586792005691677
32,53,gbfs,492,508,221,405,True,38,21,17,0.1039999770000577
32,53,astar,492,508,221,405,True,38,20,17,2.036791993305087
32,54,dfs,519,350,99,213,True,99,67,49,474.21320801367983
32,54,bfs,519,350,99,213,True,54,30,26,12.352999998256564
32,54,dijkstra,519,350,99,213,True,51,37,27,11.949292034842074
32,54,gbfs,519,350,99,213,True,64,38,27,0.16533402958884835
32,54,astar,519,350,99,213,True,51,37,27,6.446040992159396
32,55,dfs,186,508,87,107,True,87,59,46,78.42483301647007
32,55,bfs,186,508,87,107,True,19,12,10,0.919374986551702
32,55,dijkstra,186,508,87,107,True,19,12,10,1.0334999533370137
32,55,gbfs,186,508,87,107,True,22,13,10,0.06229098653420806
32,55,astar,186,508,87,107,True,19,12,10,0.39112503873184323
32,56,dfs,588,816,207,325,True,206,135,92,1.415667007677257
32,56,bfs,588,816,207,325,True,12,10,7,0.5789999850094318
32,56,dijkstra,588,816,207,325,True,12,10,7,0.41674997191876173
32,56,gbfs,588,816,207,325,True,12,10,7,0.04537496715784073
32,56,astar,588,816,207,325,True,12,10,7,0.15479198191314936
32,57,dfs,195,387,74,196,True,74,43,36,6.923792010638863
32,57,bfs,195,387,74,196,True,11,7,6,0.42320898501202464
32,57,dijkstra,195,387,74,196,True,11,7,6,0.37874997360631824
32,57,gbfs,195,387,74,196,True,11,7,6,0.03612501313909888
32,57,astar,195,387,74,196,True,11,7,6,0.1486249966546893
32,58,dfs,250,389,212,419,True,212,137,102,114.57958299433812
32,58,bfs,250,389,212,419,True,44,31,23,9.789375006221235
32,58,dijkstra,250,389,212,419,True,44,31,23,8.761458040680736
32,58,gbfs,250,389,212,419,True,52,39,26,0.16962498193606734
32,58,astar,250,389,212,419,True,44,31,23,4.5845420099794865
32,59,dfs,536,441,121,295,True,121,73,55,122.9142090305686
32,59,bfs,536,441,121,295,True,7,4,3,0.09970902465283871
32,59,dijkstra,536,441,121,295,True,7,4,3,0.1377919688820839
32,59,gbfs,536,441,121,295,True,8,5,3,0.023208034690469503
32,59,astar,536,441,121,295,True,7,4,3,0.06779195973649621
32,60,dfs,358,764,142,312,True,142,80,60,0.4792920080944896
32,60,bfs,358,764,142,312,True,54,35,28,10.918333020526916
32,60,dijkstra,358,764,142,312,True,53,36,28,9.442707989364862
32,60,gbfs,358,764,142,312,True,68,41,29,0.17179205315187573
32,60,astar,358,764,142,312,True,53,36,28,6.086125038564205
32,61,dfs,559,771,190,204,True,189,115,87,106.07849998632446
32,61,bfs,559,771,190,204,True,29,16,15,5.792791955173016
32,61,dijkstra,559,771,190,204,True,28,17,15,5.028999992646277
32,61,gbfs,559,771,190,204,True,36,21,16,0.1051250146701932
32,61,astar,559,771,190,204,True,28,17,15,1.085166004486382
32,62,dfs,684,21,211,306,True,211,148,105,116.61625001579523
32,62,bfs,684,21,211,306,True,44,27,21,6.473874964285642
32,62,dijkstra,684,21,211,306,True,41,29,21,6.458000047132373
32,62,gbfs,684,21,211,306,True,49,27,22,0.1360000460408628
32,62,astar,684,21,211,306,True,41,29,21,2.166291989851743
32,63,dfs,519,132,177,221,True,177,118,87,194.9600839870982
32,63,bfs,519,132,177,221,True,22,14,12,2.5104160304181278
32,63,dijkstra,519,132,177,221,True,22,14,12,2.351125003769994
32,63,gbfs,519,132,177,221,True,23,19,12,0.0754999928176403
32,63,astar,519,132,177,221,True,22,14,12,0.8097910322248936
32,64,dfs,451,296,185,322,True,185,126,92,43.24833303689957
32,64,bfs,451,296,185,322,True,12,9,7,0.5157499690540135
32,64,dijkstra,451,296,185,322,True,11,10,7,0.4160419921390712
32,64,gbfs,451,296,185,322,True,12,9,7,0.049875001423060894
32,64,astar,451,296,185,322,True,11,10,7,0.167582998983562
32,65,dfs,542,503,170,404,True,16,8,8,1397.4972919677384
32,65,bfs,542,503,170,404,True,16,8,8,0.5662090261466801
32,65,dijkstra,542,503,170,404,True,16,8,8,0.4530409933067858
32,65,gbfs,542,503,170,404,True,21,11,8,0.05908298771828413
32,65,astar,542,503,170,404,True,16,8,8,0.24270801804959774
32,66,dfs,540,228,82,225,True,82,57,39,9.684791031759232
32,66,bfs,540,228,82,225,True,56,36,29,11.282041959930211
32,66,dijkstra,540,228,82,225,True,55,37,29,11.016207979992032
32,66,gbfs,540,228,82,225,True,62,43,30,0.1883750082924962
32,66,astar,540,228,82,225,True,55,37,29,6.753207999281585
32,67,dfs,878,807,83,154,True,48,33,23,24.69787502195686
32,67,bfs,878,807,83,154,True,16,10,8,1.1039160308428109
32,67,dijkstra,878,807,83,154,True,16,10,8,1.3733750092796981
32,67,gbfs,878,807,83,154,True,16,10,8,0.05845795385539532
32,67,astar,878,807,83,154,True,16,10,8,0.49879198195412755
32,68,dfs,693,618,253,377,True,247,153,116,5.506667017471045
32,68,bfs,693,618,253,377,True,26,13,13,3.0322920065373182
32,68,dijkstra,693,618,253,377,True,26,13,13,3.204000007826835
32,68,gbfs,693,618,253,377,True,29,16,13,0.081416976172477
32,68,astar,693,618,253,377,True,26,13,13,1.0544160031713545
32,69,dfs,448,755,239,476,True,238,154,108,0.48099999548867345
32,69,bfs,448,755,239,476,True,45,25,23,6.624292000196874
32,69,dijkstra,448,755,239,476,True,43,27,23,5.566000007092953
32,69,gbfs,448,755,239,476,True,51,29,23,0.14216703129932284
32,69,astar,448,755,239,476,True,43,27,23,2.446541970130056
32,70,dfs,109,224,94,266,True,28,22,15,25.294333056081086
32,70,bfs,109,224,94,266,True,26,19,15,4.3511250405572355
32,70,dijkstra,109,224,94,266,True,26,19,15,3.430749988183379
32,70,gbfs,109,224,94,266,True,31,20,15,0.09641604265198112
32,70,astar,109,224,94,266,True,26,19,15,0.9409579797647893
32,71,dfs,1017,720,146,248,True,146,88,65,7.016332994680852
32,71,bfs,1017,720,146,248,True,25,16,13,1.2713749893009663
32,71,dijkstra,1017,720,146,248,True,25,16,13,1.3223330024629831
32,71,gbfs,1017,720,146,248,True,26,17,13,0.08074997458606958
32,71,astar,1017,720,146,248,True,25,16,13,0.6324590067379177
32,72,dfs,900,635,82,221,True,82,52,39,12.311958009377122
32,72,bfs,900,635,82,221,True,53,30,27,9.270917042158544
32,72,dijkstra,900,635,82,221,True,49,32,27,6.696249998640269
32,72,gbfs,900,635,82,221,True,62,38,28,0.16779103316366673
32,72,astar,900,635,82,221,True,49,32,27,2.6746669900603592
32,73,dfs,130,1011,135,172,True,104,64,49,0.1879159826785326
32,73,bfs,130,1011,135,172,True,72,39,31,12.833708024118096
32,73,dijkstra,130,1011,135,172,True,59,39,32,12.72774999961257
32,73,gbfs,130,1011,135,172,True,64,41,32,0.20908302394673228
32,73,astar,130,1011,135,172,True,59,39,32,5.791334027890116
32,74,dfs,355,667,220,281,True,220,142,105,41.40895896125585
32,74,bfs,355,667,220,281,True,58,33,29,9.508417046163231
32,74,dijkstra,355,667,220,281,True,56,35,30,7.757791958283633
32,74,gbfs,355,667,220,281,True,69,38,30,0.1751669915392995
32,74,astar,355,667,220,281,True,56,35,30,4.56050003413111
32,75,dfs,172,338,179,523,True,179,109,82,77.51862501027063
32,75,bfs,172,338,179,523,True,17,11,9,0.930582988075912
32,75,dijkstra,172,338,179,523,True,17,11,9,0.8828749996609986
32,75,gbfs,172,338,179,523,True,19,13,9,0.05816703196614981
32,75,astar,172,338,179,523,True,17,11,9,0.34070899710059166
32,76,dfs,905,47,158,279,True,158,107,74,137.35675002681091
32,76,bfs,905,47,158,279,True,53,31,27,10.256666981149465
32,76,dijkstra,905,47,158,279,True,53,31,27,9.719582973048091
32,76,gbfs,905,47,158,279,True,56,33,28,0.17741700867190957
32,76,astar,905,47,158,279,True,53,31,27,4.949541005771607
32,77,dfs,683,840,128,186,True,127,74,57,19.52379202703014
32,77,bfs,683,840,128,186,True,9,6,5,0.45370799489319324
32,77,dijkstra,683,840,128,186,True,9,6,5,0.37920899922028184
32,77,gbfs,683,840,128,186,True,9,6,5,0.03479100996628404
32,77,astar,683,840,128,186,True,9,6,5,0.10966695845127106
32,78,dfs,654,329,112,302,True,112,72,54,81.96379197761416
32,78,bfs,654,329,112,302,True,22,16,10,1.9658749806694686
32,78,dijkstra,654,329,112,302,True,22,14,12,3.14250000519678
32,78,gbfs,654,329,112,302,True,22,16,10,0.06862496957182884
32,78,astar,654,329,112,302,True,22,14,12,0.7051249849610031
32,79,dfs,503,751,101,163,True,101,68,48,7.986249984242022
32,79,bfs,503,751,101,163,True,22,14,12,2.139582997187972
32,79,dijkstra,503,751,101,163,True,22,14,12,1.7597079859115183
32,79,gbfs,503,751,101,163,True,27,16,12,0.08087500464171171
32,79,astar,503,751,101,163,True,22,14,12,0.4779159789904952
32,80,dfs,865,475,133,338,True,133,91,65,3.992499958258122
32,80,bfs,865,475,133,338,True,63,42,33,16.759832971729338
32,80,dijkstra,865,475,133,338,True,59,46,34,12.32770801289007
32,80,gbfs,865,475,133,338,True,81,47,33,0.20462495740503073
32,80,astar,865,475,133,338,True,59,46,34,6.923749984707683
32,81,dfs,746,233,193,274,True,193,125,89,138.81433301139623
32,81,bfs,746,233,193,274,True,28,20,16,6.694291019812226
32,81,dijkstra,746,233,193,274,True,28,20,16,5.173249985091388
32,81,gbfs,746,233,193,274,True,40,26,17,0.10529201244935393
32,81,astar,746,233,193,274,True,28,20,16,1.246583997271955
32,82,dfs,483,338,101,141,True,101,77,54,41.679207992274314
32,82,bfs,483,338,101,141,True,37,23,18,4.875208018347621
32,82,dijkstra,483,338,101,141,True,37,23,18,4.7764580231159925
32,82,gbfs,483,338,101,141,True,42,24,18,0.11420802911743522
32,82,astar,483,338,101,141,True,37,23,18,2.06791702657938
32,83,dfs,433,930,191,384,True,189,118,85,0.4177499795332551
32,83,bfs,433,930,191,384,True,41,29,23,8.118958037812263
32,83,dijkstra,433,930,191,384,True,40,30,23,7.115458021871746
32,83,gbfs,433,930,191,384,True,52,35,23,0.1397079904563725
32,83,astar,433,930,191,384,True,40,30,23,2.003457979299128
32,84,dfs,155,194,251,414,True,251,166,123,1069.9761250289157
32,84,bfs,155,194,251,414,True,50,35,27,11.876583972480148
32,84,dijkstra,155,194,251,414,True,50,35,27,9.44616604829207
32,84,gbfs,155,194,251,414,True,65,39,29,0.16820902237668633
32,84,astar,155,194,251,414,True,50,35,27,3.3158750156871974
32,85,dfs,190,857,115,171,True,115,78,60,125.90762501349673
